Key,en,es,ar,fr,hi
Bill pay successful,Bill pay successful,Pago de factura exitoso,تم دفع الفاتورة بنجاح,Paiement de facture réussi,बिल भुगतान सफल
Bill Month,Bill Month,Mes de la factura,فاتورة الشهر,Mois de la facture,बिल महीना
Bill Pay Request Is Approved,Bill Pay Request Is Approved,La solicitud de pago de facturas está aprobada,تمت الموافقة على طلب دفع الفاتورة,La demande de paiement de facture est approuvée,बिल भुगतान अनुरोध स्वीकृत हो गया है
Bill pay rejected,Bill pay rejected,Pago de factura rechazado,تم رفض دفع الفاتورة,Paiement de facture rejeté,बिल भुगतान अस्वीकृत
Processing,Processing,Tratamiento,يعالج,Traitement,प्रसंस्करण
Bill payment already taken for,Bill payment already taken for,Ya se ha realizado el pago de la factura,تم بالفعل دفع الفاتورة,Le paiement de la facture a déjà été effectué pour,बिल भुगतान पहले ही लिया जा चुका है
Bill Pay Request Successful,Bill Pay Request Successful,Solicitud de pago de factura exitosa,تم طلب دفع الفاتورة بنجاح,Demande de paiement de facture réussie,बिल भुगतान अनुरोध सफल
Processing Logs,Processing Logs,Registros de procesamiento,سجلات المعالجة,Journaux de traitement,लॉग संसाधित करना
Mobile TopUp Method,Mobile TopUp Method,Método de recarga móvil,طريقة شحن الهاتف المحمول,Méthode de recharge mobile,मोबाइल टॉपअप विधि
Setup Mobile Topup Method,Setup Mobile Topup Method,Configurar el método de recarga móvil,إعداد طريقة شحن الهاتف المحمول,Configurer la méthode de recharge mobile,मोबाइल टॉपअप विधि सेटअप करें
Mobile TopUp API Has Been Updated.,Mobile TopUp API Has Been Updated.,Se ha actualizado la API de recarga móvil.,تم تحديث واجهة برمجة تطبيقات Mobile TopUp.,L'API Mobile TopUp a été mise à jour.,मोबाइल टॉपअप एपीआई को अपडेट किया गया है।
Operator Name,Operator Name,Nombre del operador,اسم المشغل,Nom de l'opérateur,ऑपरेटर का नाम
Detecting Operator,Detecting Operator,Operador de detección,مشغل الكشف,Opérateur de détection,पता लगाने वाला ऑपरेटर
Just a seconds.,Just a seconds.,Sólo unos segundos.,فقط ثواني.,Juste une seconde.,बस एक सेकंड.
We're getting few things from space...,We're getting few things from space...,Estamos recibiendo algunas cosas desde el espacio...,نحن نحصل على بعض الأشياء من الفضاء...,Nous recevons peu de choses de l'espace...,हमें अंतरिक्ष से कुछ ही चीजें मिल रही हैं...
Mobile topup request successful,Mobile topup request successful,Solicitud de recarga móvil exitosa,طلب شحن الهاتف المحمول ناجح,Demande de recharge mobile réussie,मोबाइल टॉपअप अनुरोध सफल
All Notification,All Notification,Todas las notificaciones,جميع الإشعارات,Toutes les notifications,सभी अधिसूचनाएँ
Request Money Request Send,Request Money Request Send,Solicitar Dinero Solicitar Enviar,طلب المال طلب إرسال,Demande d'argent Demande d'envoi,धन का अनुरोध करें अनुरोध भेजें
Send Remittance Information,Send Remittance Information,Enviar información de remesas,إرسال معلومات التحويل,Envoyer des informations de transfert de fonds,प्रेषण जानकारी भेजें
Virtual Card Information,Virtual Card Information,Información de la tarjeta virtual,معلومات البطاقة الافتراضية,Informations sur la carte virtuelle,वर्चुअल कार्ड की जानकारी
Gift Card Information,Gift Card Information,Información de la tarjeta de regalo,معلومات بطاقة الهدايا,Informations sur la carte-cadeau,उपहार कार्ड की जानकारी
Biller Name,Biller Name,Nombre del facturador,اسم صاحب الفاتورة,Nom du payeur,बिलर का नाम
New User Register,New User Register,Registro de nuevo usuario,تسجيل مستخدم جديد,Inscription d'un nouvel utilisateur,नया उपयोगकर्ता पंजीकरण
Information Of New User,Information Of New User,Información del nuevo usuario,معلومات المستخدم الجديد,Informations du nouvel utilisateur,नए उपयोगकर्ता की जानकारी
Notification Type,Notification Type,Tipo de notificación,نوع الإشعار,Type de notification,जानकारी प्रकार
Password Reset,Password Reset,Restablecer contraseña,إعادة تعيين كلمة المرور,Réinitialisation du mot de passe,पासवर्ड रीसेट
Information Of Password Reset,Information Of Password Reset,Información de restablecimiento de contraseña,معلومات إعادة تعيين كلمة المرور,Informations sur la réinitialisation du mot de passe,पासवर्ड रीसेट की जानकारी
Copied Successful,Copied Successful,Copiado exitosamente,تم النسخ بنجاح,Copié avec succès,कॉपी सफल
Create Api Keys,Create Api Keys,Crear claves API,إنشاء مفاتيح API,Créer des clés API,एपीआई कुंजियाँ बनाएँ
Create New Api Keys,Create New Api Keys,Crear nuevas claves API,إنشاء مفاتيح API جديدة,Créer de nouvelles clés API,नई API कुंजियाँ बनाएँ
Create,Create,Crear,يخلق,Créer,बनाएं
Are you sure to change mode,Are you sure to change mode,¿Estás seguro de cambiar el modo?,هل أنت متأكد من تغيير الوضع؟,Êtes-vous sûr de vouloir changer de mode,क्या आप मोड बदलना सुनिश्चित करते हैं?
Api Keys Deleted Successfully,Api Keys Deleted Successfully,Claves API eliminadas correctamente,تم حذف مفاتيح API بنجاح,Clés API supprimées avec succès,एपीआई कुंजियाँ सफलतापूर्वक हटा दी गईं
Api Keys Created Successfully,Api Keys Created Successfully,Claves API creadas exitosamente,تم إنشاء مفاتيح API بنجاح,Clés API créées avec succès,एपीआई कुंजियाँ सफलतापूर्वक बनाई गईं
